case,projection,method,region,cell_count,raw_max_abs_K_m,p99_abs_K_m,rms_abs_K_m,mean_abs_K_m,median_abs_K_m,raw_max_over_p99
analytic_a,surface,least_squares_radius_0.3um,inside_band_0p1_to_0p3um,425,5349.768278037634,5339.356767741002,3363.741628867972,2967.3729753087514,2765.5288715455754,1.0019499559122058
analytic_a,surface,least_squares_radius_0.4um,original_staircase_edge,142,5430.543145213637,5428.199587455775,3543.03161347556,3183.477141685698,2706.844379396592,1.0004317375807767
analytic_a,surface,least_squares_radius_0.4um,inside_n_0p1um,283,5361.548571002516,5355.651361261539,3430.55643853562,3047.413092263429,2757.594228452391,1.001101119050361
analytic_a,surface,least_squares_radius_0.4um,inside_n_0p2um,283,5258.21660749256,5246.753784039297,3331.962448735286,2936.3359326835657,2786.803161745524,1.0021847458304853
analytic_a,surface,least_squares_radius_0.4um,inside_n_0p3um,283,4982.208507517772,4941.783027919787,3100.4350358804095,2701.303334520176,2691.45299300368,1.0081803428781861
analytic_a,surface,least_squares_radius_0.4um,inside_band_0p1_to_0p3um,425,5258.21660749256,5240.782826840232,3278.8233032006665,2881.7672849030914,2786.803161745524,1.0033265604067856
analytic_a,midplane,mask_aware_finite_difference,original_staircase_edge,142,5673.250128443486,5670.69850125628,3799.488299916864,3476.3713692264637,3378.4147218513153,1.0004499669990639
analytic_a,midplane,mask_aware_finite_difference,inside_n_0p1um,283,6144.024984059176,6137.883379642237,3881.077475839705,3421.0048191978435,3291.374350731423,1.0010006062411203
analytic_a,midplane,mask_aware_finite_difference,inside_n_0p2um,283,6144.024984059176,6137.883379642237,3910.622495443203,3360.3415643914796,3534.185589363471,1.0010006062411203
analytic_a,midplane,mask_aware_finite_difference,inside_n_0p3um,283,5769.914597002729,5762.379711627847,3573.769825564908,3017.387394506509,3336.9976917766935,1.0013075995946046
analytic_a,midplane,mask_aware_finite_difference,inside_band_0p1_to_0p3um,425,6144.024984059176,6128.974145836698,3843.8341366207105,3285.4514391925195,3532.2505602815822,1.0024556863619178
analytic_a,midplane,least_squares_radius_0.2um,original_staircase_edge,142,5877.72332240639,5875.042482978829,3833.7296318007066,3443.8991131258495,2936.0743124322435,1.0004563097944106
analytic_a,midplane,least_squares_radius_0.2um,inside_n_0p1um,283,6006.9802708233465,5995.667766858164,3847.6693558712404,3373.6399531487086,3419.725029520245,1.0018867796557565
analytic_a,midplane,least_squares_radius_0.2um,inside_n_0p2um,283,6006.9802708233465,5997.212911538776,3832.481127505399,3309.642399446291,3472.595743130595,1.0016286497459141
analytic_a,midplane,least_squares_radius_0.2um,inside_n_0p3um,283,5809.207916794605,5743.972910078627,3543.1321027399135,2995.5674969182146,3338.1447124016527,1.0113571229769405
analytic_a,midplane,least_squares_radius_0.2um,inside_band_0p1_to_0p3um,425,6006.9802708233465,5993.7968560500085,3777.5119619823367,3241.7195971234473,3455.520667486274,1.0021995097748484
